Contig	Position	Length	Snps_females	Snps_males	Fst	Abs_depth_females	Abs_depth_males	Rel_depth_females	Rel_depth_males
NC_025975.4_RaGOO	14625000	39202518	0	1	0.0086	42	42	1.12	1.15
NC_025975.4_RaGOO	14650000	39202518	0	9	0.0079	39	36	1.03	0.98
NC_025975.4_RaGOO	14675000	39202518	9	0	0.0326	38	36	1.01	0.98
NC_025975.4_RaGOO	14700000	39202518	0	0	0.0000	40	38	1.06	1.04
NC_025975.4_RaGOO	14725000	39202518	0	0	0.0000	34	30	0.89	0.83
NC_025975.4_RaGOO	14750000	39202518	0	0	0.0000	37	36	0.99	0.98
NC_025975.4_RaGOO	14775000	39202518	4	0	0.0000	35	33	0.91	0.91
NC_025975.4_RaGOO	14800000	39202518	6	0	0.0121	34	31	0.88	0.86
NC_025975.4_RaGOO	14825000	39202518	0	0	0.0000	35	33	0.92	0.90
NC_025975.4_RaGOO	14850000	39202518	0	0	0.0000	34	32	0.89	0.87
NC_025975.4_RaGOO	14875000	39202518	0	0	0.0007	35	33	0.91	0.90
NC_025975.4_RaGOO	14900000	39202518	0	0	0.0018	37	35	0.98	0.97
NC_025975.4_RaGOO	14925000	39202518	0	1	0.0000	35	34	0.93	0.93
NC_025975.4_RaGOO	14950000	39202518	0	0	0.0000	37	33	0.97	0.92
NC_025975.4_RaGOO	14975000	39202518	0	1	0.0000	35	33	0.93	0.90
NC_025975.4_RaGOO	15000000	39202518	0	0	0.0000	35	34	0.92	0.93
NC_025975.4_RaGOO	15025000	39202518	0	0	0.0000	35	32	0.93	0.86
NC_025975.4_RaGOO	15050000	39202518	0	0	0.0000	33	31	0.86	0.84
NC_025975.4_RaGOO	15075000	39202518	0	0	0.0000	32	30	0.84	0.82
NC_025975.4_RaGOO	15100000	39202518	0	1	0.0000	37	34	0.98	0.94
NC_025975.4_RaGOO	15125000	39202518	0	0	0.0000	39	36	1.03	0.98
NC_025975.4_RaGOO	15150000	39202518	0	21	0.0074	38	35	1.00	0.96
NC_025975.4_RaGOO	15175000	39202518	0	2	0.0000	36	34	0.94	0.93
NC_025975.4_RaGOO	15200000	39202518	0	0	0.0000	35	33	0.93	0.90
NC_025975.4_RaGOO	15225000	39202518	0	0	0.0000	33	32	0.87	0.88
NC_025975.4_RaGOO	15250000	39202518	0	0	0.0000	34	32	0.90	0.87
NC_025975.4_RaGOO	15275000	39202518	1	0	0.0000	38	36	1.01	0.98
NC_025975.4_RaGOO	15300000	39202518	0	0	0.0000	34	32	0.88	0.89
NC_025975.4_RaGOO	15325000	39202518	1	0	0.0000	36	33	0.94	0.91
NC_025975.4_RaGOO	15350000	39202518	0	0	0.0000	33	32	0.87	0.88
NC_025975.4_RaGOO	15375000	39202518	0	0	0.0000	36	34	0.95	0.94
NC_025975.4_RaGOO	15400000	39202518	0	0	0.0000	33	31	0.87	0.86
NC_025975.4_RaGOO	15425000	39202518	0	0	0.0000	34	31	0.90	0.85
NC_025975.4_RaGOO	15450000	39202518	0	0	0.0000	35	33	0.92	0.92
NC_025975.4_RaGOO	15475000	39202518	0	0	0.0000	38	37	1.01	1.02
NC_025975.4_RaGOO	15500000	39202518	0	0	0.0000	51	49	1.34	1.34
NC_025975.4_RaGOO	15525000	39202518	0	0	0.0000	35	32	0.92	0.87
NC_025975.4_RaGOO	15550000	39202518	0	0	0.0000	33	31	0.86	0.85
NC_025975.4_RaGOO	15575000	39202518	0	0	0.0000	37	34	0.98	0.94
NC_025975.4_RaGOO	15600000	39202518	0	0	0.0000	37	36	0.98	0.99
NC_025975.4_RaGOO	15625000	39202518	0	0	0.0000	36	36	0.96	0.98
NC_025975.4_RaGOO	15650000	39202518	0	0	0.0000	36	35	0.96	0.96
NC_025975.4_RaGOO	15675000	39202518	0	0	0.0000	38	37	1.00	1.02
NC_025975.4_RaGOO	15700000	39202518	0	0	0.0000	35	33	0.92	0.90
NC_025975.4_RaGOO	15725000	39202518	0	1	0.0000	36	35	0.94	0.95
NC_025975.4_RaGOO	15750000	39202518	1	0	0.0000	35	32	0.92	0.89
NC_025975.4_RaGOO	15775000	39202518	0	0	0.0000	36	34	0.95	0.93
NC_025975.4_RaGOO	15800000	39202518	0	0	0.0000	39	35	1.03	0.97
NC_025975.4_RaGOO	15825000	39202518	1	0	0.0000	37	35	0.96	0.97
NC_025975.4_RaGOO	15850000	39202518	0	0	0.0000	32	30	0.84	0.81
NC_025975.4_RaGOO	15875000	39202518	1	0	0.0000	33	32	0.86	0.88
NC_025975.4_RaGOO	15900000	39202518	0	0	0.0000	34	32	0.91	0.89
NC_025975.4_RaGOO	15925000	39202518	0	0	0.0000	32	30	0.85	0.83
NC_025975.4_RaGOO	15950000	39202518	1	0	0.0000	34	31	0.89	0.84
NC_025975.4_RaGOO	15975000	39202518	0	0	0.0000	36	34	0.94	0.92
NC_025975.4_RaGOO	16000000	39202518	4	0	0.0054	36	35	0.94	0.97
NC_025975.4_RaGOO	16025000	39202518	0	1	0.0000	34	33	0.90	0.91
NC_025975.4_RaGOO	16050000	39202518	0	0	0.0000	37	37	0.98	1.01
NC_025975.4_RaGOO	16075000	39202518	0	0	0.0017	41	41	1.09	1.11
NC_025975.4_RaGOO	16100000	39202518	0	1	0.0000	39	38	1.03	1.03
NC_025975.4_RaGOO	16125000	39202518	0	1	0.0000	35	33	0.91	0.90
NC_025975.4_RaGOO	16150000	39202518	0	0	0.0000	36	34	0.94	0.94
NC_025975.4_RaGOO	16175000	39202518	1	0	0.0000	32	30	0.84	0.83
NC_025975.4_RaGOO	16200000	39202518	0	0	0.0000	35	34	0.91	0.93
NC_025975.4_RaGOO	16225000	39202518	1	0	0.0000	39	38	1.02	1.04
NC_025975.4_RaGOO	16250000	39202518	0	0	0.0000	35	34	0.92	0.93
NC_025975.4_RaGOO	16275000	39202518	0	3	0.0070	35	35	0.91	0.96
NC_025975.4_RaGOO	16300000	39202518	0	0	0.0000	35	33	0.91	0.89
NC_025975.4_RaGOO	16325000	39202518	0	4	0.0033	33	29	0.87	0.81
NC_025975.4_RaGOO	16350000	39202518	0	3	0.0158	35	31	0.91	0.86
NC_025975.4_RaGOO	16375000	39202518	0	2	0.0129	36	36	0.94	0.99
NC_025975.4_RaGOO	16400000	39202518	2	0	0.0036	42	41	1.11	1.11
NC_025975.4_RaGOO	16425000	39202518	1	7	0.0266	38	36	1.00	1.00
NC_025975.4_RaGOO	16450000	39202518	0	6	0.0060	38	36	0.99	0.99
NC_025975.4_RaGOO	16475000	39202518	0	3	0.0087	38	36	1.00	0.98
NC_025975.4_RaGOO	16500000	39202518	0	0	0.0147	38	36	1.01	0.98
NC_025975.4_RaGOO	16525000	39202518	0	0	0.0000	36	33	0.95	0.90
NC_025975.4_RaGOO	16550000	39202518	0	0	0.0000	32	28	0.84	0.76
NC_025975.4_RaGOO	16575000	39202518	0	0	0.0000	36	34	0.95	0.94
NC_025975.4_RaGOO	16600000	39202518	0	0	0.0000	33	31	0.88	0.85
NC_025975.4_RaGOO	16625000	39202518	0	0	0.0000	36	35	0.95	0.95
NC_025975.4_RaGOO	16650000	39202518	0	0	0.0000	34	30	0.89	0.83
NC_025975.4_RaGOO	16675000	39202518	0	1	0.0000	37	33	0.97	0.91
NC_025975.4_RaGOO	16700000	39202518	0	0	0.0000	36	35	0.94	0.96
NC_025975.4_RaGOO	16725000	39202518	4	0	0.0000	39	37	1.04	1.02
NC_025975.4_RaGOO	16750000	39202518	0	0	0.0056	35	32	0.93	0.88
NC_025975.4_RaGOO	16775000	39202518	0	0	0.0000	36	32	0.94	0.89
NC_025975.4_RaGOO	16800000	39202518	1	0	0.0000	37	35	0.99	0.96
NC_025975.4_RaGOO	16825000	39202518	0	0	0.0000	35	33	0.91	0.89
NC_025975.4_RaGOO	16850000	39202518	0	0	0.0000	38	35	1.01	0.97
NC_025975.4_RaGOO	16875000	39202518	0	0	0.0000	34	32	0.89	0.86
NC_025975.4_RaGOO	16900000	39202518	0	0	0.0000	34	33	0.90	0.90
NC_025975.4_RaGOO	16925000	39202518	0	0	0.0000	33	32	0.88	0.87
NC_025975.4_RaGOO	16950000	39202518	0	0	0.0000	34	32	0.89	0.87
NC_025975.4_RaGOO	16975000	39202518	0	0	0.0000	32	31	0.84	0.84
NC_025975.4_RaGOO	17000000	39202518	0	0	0.0000	34	32	0.89	0.89
NC_025975.4_RaGOO	17025000	39202518	0	0	0.0000	31	31	0.83	0.85
NC_025975.4_RaGOO	17050000	39202518	0	0	0.0000	33	32	0.86	0.87
NC_025975.4_RaGOO	17075000	39202518	1	1	0.0000	33	30	0.88	0.82
NC_025975.4_RaGOO	17100000	39202518	0	0	0.0000	31	28	0.83	0.76
NC_025975.4_RaGOO	17125000	39202518	0	0	0.0000	33	33	0.88	0.91
NC_025975.4_RaGOO	17150000	39202518	0	1	0.0000	34	31	0.90	0.84
NC_025975.4_RaGOO	17175000	39202518	0	0	0.0000	35	34	0.93	0.94
NC_025975.4_RaGOO	17200000	39202518	0	0	0.0000	38	36	0.99	1.00
NC_025975.4_RaGOO	17225000	39202518	0	0	0.0000	42	40	1.11	1.09
NC_025975.4_RaGOO	17250000	39202518	0	0	0.0000	38	37	0.99	1.02
NC_025975.4_RaGOO	17275000	39202518	0	0	0.0000	42	40	1.09	1.10
NC_025975.4_RaGOO	17300000	39202518	9	2	0.0000	39	37	1.02	1.01
NC_025975.4_RaGOO	17325000	39202518	0	0	0.0000	37	33	0.97	0.91
NC_025975.4_RaGOO	17350000	39202518	0	0	0.0000	36	34	0.96	0.94
NC_025975.4_RaGOO	17375000	39202518	1	0	0.0000	39	37	1.03	1.02
NC_025975.4_RaGOO	17400000	39202518	0	1	0.0000	36	34	0.95	0.94
NC_025975.4_RaGOO	17425000	39202518	0	0	0.0000	33	32	0.88	0.87
NC_025975.4_RaGOO	17450000	39202518	0	0	0.0000	38	36	1.00	0.98
NC_025975.4_RaGOO	17475000	39202518	0	0	0.0000	41	37	1.07	1.01
NC_025975.4_RaGOO	17500000	39202518	0	0	0.0000	39	37	1.03	1.01
NC_025975.4_RaGOO	17525000	39202518	0	0	0.0000	37	34	0.99	0.94
NC_025975.4_RaGOO	17550000	39202518	0	0	0.0000	39	36	1.03	0.99
NC_025975.4_RaGOO	17575000	39202518	0	0	0.0000	35	34	0.93	0.92
NC_025975.4_RaGOO	17600000	39202518	0	0	0.0000	39	37	1.02	1.02
NC_025975.4_RaGOO	17625000	39202518	0	0	0.0000	40	37	1.04	1.03
NC_025975.4_RaGOO	17650000	39202518	0	0	0.0000	39	38	1.04	1.04
NC_025975.4_RaGOO	17675000	39202518	0	0	0.0000	37	37	0.97	1.01
NC_025975.4_RaGOO	17700000	39202518	0	0	0.0000	40	38	1.04	1.05
NC_025975.4_RaGOO	17725000	39202518	1	0	0.0339	37	37	0.98	1.01
NC_025975.4_RaGOO	17750000	39202518	0	0	0.0008	43	41	1.12	1.14
NC_025975.4_RaGOO	17775000	39202518	0	0	0.0000	39	38	1.02	1.04
NC_025975.4_RaGOO	17800000	39202518	2	0	0.0000	40	39	1.06	1.07
NC_025975.4_RaGOO	17825000	39202518	0	0	0.0014	42	42	1.10	1.14
NC_025975.4_RaGOO	17850000	39202518	0	0	0.0000	43	40	1.12	1.11
NC_025975.4_RaGOO	17875000	39202518	0	0	0.0000	37	36	0.98	0.98
NC_025975.4_RaGOO	17900000	39202518	0	0	0.0000	34	33	0.89	0.90
NC_025975.4_RaGOO	17925000	39202518	0	0	0.0000	35	34	0.93	0.92
NC_025975.4_RaGOO	17950000	39202518	1	0	0.0000	36	34	0.95	0.93
NC_025975.4_RaGOO	17975000	39202518	0	0	0.0000	39	38	1.01	1.05
NC_025975.4_RaGOO	18000000	39202518	0	1	0.0060	43	39	1.14	1.08
NC_025975.4_RaGOO	18025000	39202518	0	0	0.0000	39	37	1.02	1.02
NC_025975.4_RaGOO	18050000	39202518	0	0	0.0000	37	34	0.97	0.94
NC_025975.4_RaGOO	18075000	39202518	0	0	0.0000	40	38	1.06	1.03
NC_025975.4_RaGOO	18100000	39202518	0	0	0.0000	42	42	1.09	1.15
NC_025975.4_RaGOO	18125000	39202518	0	0	0.0000	40	39	1.06	1.08
NC_025975.4_RaGOO	18150000	39202518	0	0	0.0000	36	34	0.95	0.94
NC_025975.4_RaGOO	18175000	39202518	0	0	0.0000	39	37	1.02	1.02
NC_025975.4_RaGOO	18200000	39202518	0	0	0.0000	35	33	0.93	0.90
NC_025975.4_RaGOO	18225000	39202518	0	0	0.0000	37	34	0.96	0.93
NC_025975.4_RaGOO	18250000	39202518	0	0	0.0000	35	33	0.92	0.91
NC_025975.4_RaGOO	18275000	39202518	0	0	0.0000	41	39	1.07	1.07
NC_025975.4_RaGOO	18300000	39202518	1	0	0.0000	40	38	1.04	1.03
NC_025975.4_RaGOO	18325000	39202518	0	0	0.0000	37	36	0.98	0.98
NC_025975.4_RaGOO	18350000	39202518	0	1	0.0000	34	32	0.91	0.88
NC_025975.4_RaGOO	18375000	39202518	0	0	0.0000	39	36	1.02	0.99
NC_025975.4_RaGOO	18400000	39202518	0	0	0.0000	37	35	0.98	0.95
NC_025975.4_RaGOO	18425000	39202518	0	0	0.0000	54	52	1.41	1.43
NC_025975.4_RaGOO	18450000	39202518	0	0	0.0000	38	36	1.01	1.00
NC_025975.4_RaGOO	18475000	39202518	0	0	0.0000	40	37	1.06	1.02
NC_025975.4_RaGOO	18500000	39202518	0	0	0.0000	41	41	1.07	1.11
NC_025975.4_RaGOO	18525000	39202518	0	0	0.0000	37	37	0.97	1.01
NC_025975.4_RaGOO	18550000	39202518	0	1	0.0000	33	31	0.88	0.84
NC_025975.4_RaGOO	18575000	39202518	0	0	0.0000	35	33	0.92	0.90
NC_025975.4_RaGOO	18600000	39202518	0	0	0.0000	38	38	1.00	1.05
NC_025975.4_RaGOO	18625000	39202518	0	0	0.0000	36	34	0.94	0.93
NC_025975.4_RaGOO	18650000	39202518	0	0	0.0000	39	38	1.02	1.05
NC_025975.4_RaGOO	18675000	39202518	0	0	0.0000	34	32	0.89	0.89
NC_025975.4_RaGOO	18700000	39202518	0	0	0.0000	36	34	0.94	0.92
NC_025975.4_RaGOO	18725000	39202518	0	0	0.0000	36	35	0.95	0.96
NC_025975.4_RaGOO	18750000	39202518	0	2	0.0000	41	40	1.08	1.11
NC_025975.4_RaGOO	18775000	39202518	0	4	0.0000	37	35	0.98	0.97
NC_025975.4_RaGOO	18800000	39202518	0	0	0.0000	35	33	0.93	0.91
NC_025975.4_RaGOO	18825000	39202518	1	0	0.0000	37	36	0.98	0.98
NC_025975.4_RaGOO	18850000	39202518	0	0	0.0000	41	38	1.08	1.05
NC_025975.4_RaGOO	18875000	39202518	0	1	0.0000	40	40	1.05	1.10
NC_025975.4_RaGOO	18900000	39202518	0	1	0.0000	42	40	1.10	1.10
NC_025975.4_RaGOO	18925000	39202518	0	0	0.0000	39	39	1.02	1.06
NC_025975.4_RaGOO	18950000	39202518	0	1	0.0000	37	34	0.97	0.94
NC_025975.4_RaGOO	18975000	39202518	0	2	0.0046	38	36	0.99	0.98
NC_025975.4_RaGOO	19000000	39202518	0	0	0.0000	40	39	1.05	1.06
NC_025975.4_RaGOO	19025000	39202518	0	0	0.0000	42	42	1.11	1.15
NC_025975.4_RaGOO	19050000	39202518	0	0	0.0000	41	42	1.07	1.15
NC_025975.4_RaGOO	19075000	39202518	0	0	0.0000	43	42	1.12	1.16
NC_025975.4_RaGOO	19100000	39202518	0	0	0.0000	37	36	0.96	0.97
NC_025975.4_RaGOO	19125000	39202518	0	0	0.0000	37	36	0.98	1.00
NC_025975.4_RaGOO	19150000	39202518	0	0	0.0000	39	38	1.02	1.05
NC_025975.4_RaGOO	19175000	39202518	0	0	0.0000	39	39	1.03	1.07
NC_025975.4_RaGOO	19200000	39202518	0	0	0.0000	41	39	1.07	1.07
NC_025975.4_RaGOO	19225000	39202518	0	0	0.0000	42	42	1.11	1.15
NC_025975.4_RaGOO	19250000	39202518	2	0	0.0000	40	40	1.04	1.10
NC_025975.4_RaGOO	19275000	39202518	1	0	0.0000	37	37	0.96	1.01
NC_025975.4_RaGOO	19300000	39202518	0	0	0.0000	37	38	0.97	1.05
NC_025975.4_RaGOO	19325000	39202518	1	1	0.0000	38	36	0.99	0.99
NC_025975.4_RaGOO	19350000	39202518	0	0	0.0000	47	46	1.24	1.25
NC_025975.4_RaGOO	19375000	39202518	0	0	0.0000	35	33	0.91	0.91
NC_025975.4_RaGOO	19400000	39202518	0	0	0.0000	37	37	0.98	1.01
NC_025975.4_RaGOO	19425000	39202518	0	0	0.0000	36	34	0.94	0.94
NC_025975.4_RaGOO	19450000	39202518	4	0	0.0000	34	31	0.89	0.85
NC_025975.4_RaGOO	19475000	39202518	0	0	0.0000	34	32	0.90	0.87
NC_025975.4_RaGOO	19500000	39202518	0	0	0.0000	38	37	1.00	1.01
NC_025975.4_RaGOO	19525000	39202518	0	1	0.0001	35	34	0.91	0.94
NC_025975.4_RaGOO	19550000	39202518	0	0	0.0000	38	36	0.99	0.98
NC_025975.4_RaGOO	19575000	39202518	0	0	0.0000	36	35	0.96	0.97
NC_025975.4_RaGOO	19600000	39202518	0	0	0.0000	41	40	1.09	1.09
NC_025975.4_RaGOO	19625000	39202518	0	0	0.0000	45	42	1.19	1.15
NC_025975.4_RaGOO	19650000	39202518	0	0	0.0000	41	39	1.09	1.08
NC_025975.4_RaGOO	19675000	39202518	0	0	0.0000	41	41	1.08	1.13
NC_025975.4_RaGOO	19700000	39202518	0	0	0.0000	38	37	1.00	1.02
NC_025975.4_RaGOO	19725000	39202518	2	0	0.0000	39	37	1.04	1.01
NC_025975.4_RaGOO	19750000	39202518	0	0	0.0000	38	36	1.00	0.98
NC_025975.4_RaGOO	19775000	39202518	0	0	0.0000	39	38	1.02	1.03
NC_025975.4_RaGOO	19800000	39202518	0	0	0.0000	38	36	1.01	0.98
NC_025975.4_RaGOO	19825000	39202518	0	0	0.0000	39	37	1.02	1.01
NC_025975.4_RaGOO	19850000	39202518	0	0	0.0000	34	32	0.89	0.87
NC_025975.4_RaGOO	19875000	39202518	0	0	0.0000	36	35	0.96	0.95
NC_025975.4_RaGOO	19900000	39202518	0	0	0.0000	37	34	0.98	0.93
NC_025975.4_RaGOO	19925000	39202518	1	0	0.0000	35	34	0.92	0.93
NC_025975.4_RaGOO	19950000	39202518	2	0	0.0000	36	35	0.94	0.95
NC_025975.4_RaGOO	19975000	39202518	0	0	0.0000	36	34	0.96	0.93
NC_025975.4_RaGOO	20000000	39202518	0	4	0.0000	33	33	0.87	0.89
NC_025975.4_RaGOO	20025000	39202518	0	0	0.0000	40	40	1.04	1.09
NC_025975.4_RaGOO	20050000	39202518	3	0	0.0108	38	36	1.01	0.98
NC_025975.4_RaGOO	20075000	39202518	10	1	0.0000	36	36	0.94	0.99
NC_025975.4_RaGOO	20100000	39202518	13	0	0.0070	35	33	0.91	0.91
NC_025975.4_RaGOO	20125000	39202518	3	0	0.0000	36	34	0.96	0.94
NC_025975.4_RaGOO	20150000	39202518	0	0	0.0000	34	31	0.88	0.85
NC_025975.4_RaGOO	20175000	39202518	0	0	0.0000	36	37	0.94	1.00
NC_025975.4_RaGOO	20200000	39202518	0	0	0.0000	43	43	1.14	1.16
NC_025975.4_RaGOO	20225000	39202518	0	0	0.0036	41	39	1.07	1.07
NC_025975.4_RaGOO	20250000	39202518	0	0	0.0000	36	35	0.96	0.95
NC_025975.4_RaGOO	20275000	39202518	0	0	0.0000	39	38	1.03	1.04
NC_025975.4_RaGOO	20300000	39202518	0	0	0.0000	40	40	1.05	1.08
NC_025975.4_RaGOO	20325000	39202518	0	0	0.0024	37	36	0.99	0.98
NC_025975.4_RaGOO	20350000	39202518	0	0	0.0000	37	36	0.98	0.99
NC_025975.4_RaGOO	20375000	39202518	0	0	0.0000	41	40	1.07	1.09
NC_025975.4_RaGOO	20400000	39202518	0	1	0.0000	44	41	1.15	1.11
NC_025975.4_RaGOO	20425000	39202518	0	0	0.0000	41	38	1.07	1.05
NC_025975.4_RaGOO	20450000	39202518	0	0	0.0000	40	38	1.05	1.05
NC_025975.4_RaGOO	20475000	39202518	4	0	0.0000	38	38	1.00	1.04
NC_025975.4_RaGOO	20500000	39202518	0	0	0.0000	39	39	1.02	1.07
NC_025975.4_RaGOO	20525000	39202518	0	0	0.0263	42	42	1.11	1.14
NC_025975.4_RaGOO	20550000	39202518	0	0	0.0045	40	39	1.05	1.07
NC_025975.4_RaGOO	20575000	39202518	4	0	0.0158	40	40	1.05	1.10
NC_025975.4_RaGOO	20600000	39202518	1	0	0.0000	42	41	1.11	1.13
NC_025975.4_RaGOO	20625000	39202518	0	0	0.0000	41	41	1.09	1.13
NC_025975.4_RaGOO	20650000	39202518	0	0	0.0000	37	39	0.97	1.06
NC_025975.4_RaGOO	20675000	39202518	0	0	0.0000	40	39	1.04	1.07
NC_025975.4_RaGOO	20700000	39202518	0	0	0.0000	45	43	1.18	1.18
NC_025975.4_RaGOO	20725000	39202518	0	0	0.0000	42	41	1.11	1.12
NC_025975.4_RaGOO	20750000	39202518	0	0	0.0000	43	43	1.13	1.17
NC_025975.4_RaGOO	20775000	39202518	0	0	0.0000	45	46	1.18	1.26
NC_025975.4_RaGOO	20800000	39202518	0	0	0.0000	42	42	1.10	1.14
NC_025975.4_RaGOO	20825000	39202518	0	0	0.0000	37	35	0.96	0.97
NC_025975.4_RaGOO	20850000	39202518	0	0	0.0000	35	34	0.93	0.93
NC_025975.4_RaGOO	20875000	39202518	0	0	0.0000	37	35	0.98	0.96
NC_025975.4_RaGOO	20900000	39202518	0	0	0.0000	39	37	1.02	1.01
NC_025975.4_RaGOO	20925000	39202518	0	0	0.0000	39	38	1.04	1.03
NC_025975.4_RaGOO	20950000	39202518	0	0	0.0000	36	34	0.96	0.94
NC_025975.4_RaGOO	20975000	39202518	0	0	0.0000	39	37	1.04	1.02
NC_025975.4_RaGOO	21000000	39202518	1	0	0.0000	39	38	1.04	1.05
NC_025975.4_RaGOO	21025000	39202518	0	0	0.0000	43	42	1.14	1.16
NC_025975.4_RaGOO	21050000	39202518	1	0	0.0000	42	40	1.10	1.09
NC_025975.4_RaGOO	21075000	39202518	0	0	0.0000	41	41	1.08	1.13
NC_025975.4_RaGOO	21100000	39202518	0	0	0.0000	43	43	1.14	1.18
NC_025975.4_RaGOO	21125000	39202518	0	1	0.0000	39	38	1.02	1.04
NC_025975.4_RaGOO	21150000	39202518	0	0	0.0000	35	32	0.93	0.89
NC_025975.4_RaGOO	21175000	39202518	0	0	0.0000	37	36	0.97	0.99
NC_025975.4_RaGOO	21200000	39202518	0	0	0.0000	38	37	0.99	1.02
NC_025975.4_RaGOO	21225000	39202518	0	0	0.0000	37	38	0.98	1.04
NC_025975.4_RaGOO	21250000	39202518	1	0	0.0000	40	41	1.05	1.12
NC_025975.4_RaGOO	21275000	39202518	0	0	0.0048	38	38	1.01	1.05
NC_025975.4_RaGOO	21300000	39202518	0	0	0.0000	38	37	1.01	1.02
NC_025975.4_RaGOO	21325000	39202518	0	0	0.0014	36	36	0.95	0.98
NC_025975.4_RaGOO	21350000	39202518	0	2	0.0058	38	38	1.01	1.04
NC_025975.4_RaGOO	21375000	39202518	0	3	0.0000	39	38	1.04	1.05
NC_025975.4_RaGOO	21400000	39202518	0	0	0.0000	38	35	1.01	0.96
NC_025975.4_RaGOO	21425000	39202518	1	0	0.0000	40	38	1.04	1.04
NC_025975.4_RaGOO	21450000	39202518	0	2	0.0000	46	45	1.20	1.23
NC_025975.4_RaGOO	21475000	39202518	0	0	0.0000	34	34	0.91	0.94
NC_025975.4_RaGOO	21500000	39202518	0	0	0.0000	41	40	1.07	1.11
NC_025975.4_RaGOO	21525000	39202518	0	0	0.0000	42	41	1.11	1.11
NC_025975.4_RaGOO	21550000	39202518	0	0	0.0000	42	44	1.10	1.20
NC_025975.4_RaGOO	21575000	39202518	1	0	0.0000	43	42	1.12	1.15
NC_025975.4_RaGOO	21600000	39202518	1	1	0.0000	39	37	1.02	1.00
NC_025975.4_RaGOO	21625000	39202518	1	1	0.0000	42	40	1.11	1.10
NC_025975.4_RaGOO	21650000	39202518	0	0	0.0000	39	37	1.02	1.01
NC_025975.4_RaGOO	21675000	39202518	0	0	0.0000	44	41	1.15	1.13
NC_025975.4_RaGOO	21700000	39202518	0	0	0.0000	42	41	1.09	1.11
NC_025975.4_RaGOO	21725000	39202518	0	0	0.0000	38	39	1.01	1.06
NC_025975.4_RaGOO	21750000	39202518	0	0	0.0000	41	39	1.08	1.08
NC_025975.4_RaGOO	21775000	39202518	0	0	0.0000	38	38	1.00	1.04
NC_025975.4_RaGOO	21800000	39202518	0	1	0.0000	37	38	0.98	1.03
NC_025975.4_RaGOO	21825000	39202518	0	0	0.0000	38	36	0.99	0.97
NC_025975.4_RaGOO	21850000	39202518	13	2	0.0000	34	31	0.89	0.85
NC_025975.4_RaGOO	21875000	39202518	1	0	0.0000	35	33	0.93	0.92
NC_025975.4_RaGOO	21900000	39202518	0	0	0.0000	36	33	0.94	0.91
NC_025975.4_RaGOO	21925000	39202518	0	0	0.0000	31	29	0.82	0.78
NC_025975.4_RaGOO	21950000	39202518	0	0	0.0000	33	30	0.86	0.84
NC_025975.4_RaGOO	21975000	39202518	0	0	0.0000	35	32	0.91	0.87
NC_025975.4_RaGOO	22000000	39202518	1	0	0.0000	32	28	0.83	0.78
NC_025975.4_RaGOO	22025000	39202518	0	0	0.0000	32	32	0.85	0.88
NC_025975.4_RaGOO	22050000	39202518	4	0	0.0000	38	33	0.99	0.91
NC_025975.4_RaGOO	22075000	39202518	0	0	0.0000	37	37	0.96	1.01
NC_025975.4_RaGOO	22100000	39202518	0	0	0.0000	33	32	0.88	0.87
NC_025975.4_RaGOO	22125000	39202518	0	0	0.0000	34	31	0.89	0.85
NC_025975.4_RaGOO	22150000	39202518	0	0	0.0000	34	32	0.90	0.88
NC_025975.4_RaGOO	22175000	39202518	0	0	0.0000	34	32	0.91	0.88
NC_025975.4_RaGOO	22200000	39202518	0	2	0.0000	35	34	0.91	0.94
NC_025975.4_RaGOO	22225000	39202518	0	0	0.0000	36	35	0.96	0.95
NC_025975.4_RaGOO	22250000	39202518	0	0	0.0000	30	28	0.80	0.76
NC_025975.4_RaGOO	22275000	39202518	0	0	0.0000	31	29	0.83	0.80
NC_025975.4_RaGOO	22300000	39202518	0	0	0.0000	34	32	0.90	0.89
NC_025975.4_RaGOO	22325000	39202518	0	0	0.0000	32	29	0.84	0.78
NC_025975.4_RaGOO	22350000	39202518	0	0	0.0000	34	32	0.89	0.86
NC_025975.4_RaGOO	22375000	39202518	0	0	0.0000	34	33	0.89	0.90
NC_025975.4_RaGOO	22400000	39202518	0	3	0.0181	30	28	0.80	0.78
NC_025975.4_RaGOO	22425000	39202518	0	5	0.0119	32	31	0.85	0.86
NC_025975.4_RaGOO	22450000	39202518	1	0	0.0000	36	32	0.94	0.88
NC_025975.4_RaGOO	22475000	39202518	0	0	0.0000	34	31	0.91	0.86
NC_025975.4_RaGOO	22500000	39202518	1	0	0.0034	36	33	0.94	0.92
NC_025975.4_RaGOO	22525000	39202518	1	3	0.0027	32	29	0.85	0.81
NC_025975.4_RaGOO	22550000	39202518	0	3	0.0000	33	30	0.86	0.82
NC_025975.4_RaGOO	22575000	39202518	1	0	0.0000	30	29	0.80	0.79
NC_025975.4_RaGOO	22600000	39202518	0	0	0.0000	35	32	0.91	0.88
NC_025975.4_RaGOO	22625000	39202518	1	0	0.0000	35	33	0.92	0.91
NC_025975.4_RaGOO	22650000	39202518	0	4	0.0000	35	32	0.92	0.88
NC_025975.4_RaGOO	22675000	39202518	0	0	0.0000	36	32	0.94	0.89
NC_025975.4_RaGOO	22700000	39202518	0	0	0.0036	36	35	0.96	0.95
